   107.25           2.84639         0.0149354          0.117957          0.124187
   109.75           2.20988         0.0127347          0.089499         0.0944335
   112.25           1.74543         0.0110705         0.0696614         0.0736709
   114.75           1.41949        0.00946199         0.0555831         0.0588675

  ----   l-/lep. pT     ----

     2.50                 0                 0                 0                 0
     7.50                 0                 0                 0                 0
    12.50                 0                 0                 0                 0
    17.50                 0                 0                 0                 0
    22.50          -1.51022         0.0248959         0.0858891         0.0720772
    27.50           53.2568          0.122689           2.53332           2.54654
    32.50           104.726          0.140039           4.72429           4.93452
    37.50           145.755          0.153363           6.48609           6.72567
    42.50           178.448          0.179704           8.49828           8.35712
    47.50           117.544          0.128444           5.00135           5.16283
    52.50           43.4487         0.0345532           1.55677           1.78545
    57.50           20.0134         0.0212286          0.682862          0.796122
    62.50           11.4254         0.0154546          0.374385          0.440011
    67.50           7.22061         0.0123081          0.226728          0.268057
    72.50             4.812         0.0100299          0.145313           0.17236
    77.50           3.27024        0.00837523         0.0951212          0.113001
    82.50           2.24134        0.00712846         0.0623517         0.0741003
    87.50           1.53943        0.00594873          0.041516         0.0492225
    92.50           1.14923         0.0052712         0.0299609          0.035462
    97.50          0.882849        0.00475812         0.0220959         0.0260136

  ----   l-/lep. eta    ----

    -4.75                 0                 0                 0                 0
    -4.25                 0                 0                 0                 0
    -3.75                 0                 0                 0                 0
    -3.25                 0                 0                 0                 0
    -2.75           1.08073         0.0141539          0.040823         0.0373659
    -2.25           46.5293         0.0623673           1.72948           1.61984
    -1.75           60.1194         0.0597696           2.33638           2.34903
    -1.25           72.0333         0.0609824           3.09685           3.20319
    -0.75           82.0448         0.0637082           3.82747           4.03889
    -0.25           87.5141         0.0617356           4.30275            4.5763
     0.25           87.5428         0.0621946           4.30391           4.57747
     0.75           82.0378          0.063651           3.82705           4.03869
     1.25           72.0531         0.0609768           3.09775            3.2043
     1.75           60.1028         0.0595918           2.33563           2.34827
     2.25           46.5168         0.0622121           1.72894           1.61931
     2.75           1.07671         0.0143225         0.0406973         0.0369862
     3.25                 0                 0                 0                 0
     3.75                 0                 0                 0                 0
     4.25                 0                 0                 0                 0
     4.75                 0                 0                 0                 0

  ----   l+/neu. pT     ----

     2.50                 0                 0                 0                 0
     7.50                 0                 0                 0                 0
    12.50                 0                 0                 0                 0
    17.50                 0                 0                 0                 0
    22.50          -1.50873         0.0251147         0.0856365          0.071842
    27.50           53.6356          0.123471           2.54045           2.55795
    32.50           104.961          0.140002           4.73281           4.94144
    37.50           146.163          0.154524            6.4971           6.73636
    42.50           178.265          0.182125           8.49283           8.34478
    47.50           117.568          0.129901           5.00454           5.16786
    52.50           43.3099         0.0344334           1.55146           1.77978
    57.50           19.9259          0.021094          0.680991          0.793938
    62.50           11.3279         0.0153228          0.371283          0.436703
    67.50           7.14331         0.0122325          0.225041          0.266294
    72.50           4.72717        0.00990515          0.143271          0.170055
    77.50           3.19867        0.00823899         0.0930556          0.110615
    82.50           2.18351        0.00691023         0.0609003         0.0723256
    87.50           1.52038        0.00584377         0.0409583         0.0484844
    92.50           1.11435         0.0051412          0.028952         0.0340904
    97.50          0.861231         0.0047238         0.0218066         0.0256794

  ----   l+/neu. eta    ----

    -4.75                 0                 0                 0                 0
    -4.25                 0                 0                 0                 0
    -3.75                 0                 0                 0                 0
    -3.25                 0                 0                 0                 0
    -2.75          0.963821         0.0139328         0.0370358         0.0334009
    -2.25           43.5727         0.0606678           1.66358           1.55401
    -1.75           59.0325          0.063765           2.18615           2.36756
    -1.25           72.3887         0.0609549           3.10229           3.20663
    -0.75           83.6356         0.0635282           3.86465           4.07474
    -0.25           89.8306         0.0641709           4.35854           4.63528
     0.25            89.826         0.0646391           4.35836           4.63533
     0.75           83.6311         0.0634998           3.86448           4.07435
     1.25           72.3864         0.0608688           3.10179           3.20646
     1.75           59.0072         0.0636331            2.1851            2.3666
     2.25            43.573         0.0605437           1.66369           1.55394
     2.75          0.878396         0.0228411         0.0337402         0.0302102
     3.25                 0                 0                 0                 0
     3.75                 0                 0                 0                 0
     4.25                 0                 0                 0                 0
     4.75                 0                 0                 0                 0

  ----   jet 1 pT       ----

     2.50                 0                 0                 0                 0
     7.50                 0                 0                 0                 0
    12.50                 0                 0                 0                 0
    17.50           1.31656        0.00299212         0.0495715         0.0578309
    22.50           39.7622         0.0252325           1.48071           1.73276
    27.50           28.4755         0.0204062           1.03644           1.21952
    32.50            20.676          0.017045          0.735538          0.869763
    37.50           15.4254         0.0144675          0.537095          0.637452
    42.50           11.8009          0.012489          0.401615          0.478443
    47.50            9.1286         0.0108253          0.304687          0.363978
    52.50           7.15562         0.0096026          0.234279          0.280371
    57.50            5.6361        0.00842581           0.18139          0.217396
    62.50           4.45183        0.00731777          0.141199          0.169378
    67.50           3.60157        0.00649256          0.111957            0.1344
    72.50           2.97804        0.00584178         0.0908555          0.109147
    77.50           2.49148        0.00528606         0.0744814         0.0895201
    82.50           2.10457        0.00481343         0.0615289         0.0739652
    87.50           1.78837        0.00439962         0.0516423         0.0621153
    92.50           1.53403        0.00410212         0.0431296         0.0519146
    97.50           1.32641        0.00387969         0.0365562         0.0439471

  ----   jet 1 eta      ----

    -4.75        0.00928334       0.000295481       0.000382778       0.000351982
    -4.25          0.568882        0.00346042         0.0154373         0.0153243
    -3.75           1.41345        0.00468528         0.0178007         0.0198979
    -3.25           2.92876        0.00588504         0.0396422         0.0458428
    -2.75           5.33906        0.00708092          0.108365          0.132879
    -2.25           8.54396        0.00818857          0.230853          0.278302
    -1.75           12.2321        0.00918759          0.398678          0.473999
    -1.25           15.7168         0.0100729          0.579543          0.684926
    -0.75           18.4415         0.0107579          0.734649          0.865804
    -0.25           19.8876         0.0112848           0.82287          0.968451
     0.25           19.8919         0.0112748          0.823001          0.968772
     0.75           18.4392         0.0107442          0.734734          0.865481
     1.25           15.7227         0.0100693          0.579835          0.685216
     1.75           12.2371         0.0091859          0.398609          0.474496
     2.25           8.54004        0.00817766          0.230727          0.278207
     2.75           5.33842        0.00706255          0.108347          0.132858
     3.25           2.93003         0.0058577         0.0396632         0.0458902
     3.75           1.41225        0.00463937         0.0177619         0.0198932
     4.25          0.566415        0.00339239         0.0154148          0.015301
     4.75        0.00922368       0.000290536       0.000382325       0.000351333

  ----   jet 2 pT       ----

     2.50                 0                 0                 0                 0
     7.50                 0                 0                 0                 0
    12.50                 0                 0                 0                 0
    17.50                 0                 0                 0                 0
    22.50                 0                 0                 0                 0
    27.50                 0                 0                 0                 0
    32.50                 0                 0                 0                 0
    37.50                 0                 0                 0                 0
    42.50                 0                 0                 0                 0
    47.50                 0                 0                 0                 0
    52.50                 0                 0                 0                 0
    57.50                 0                 0                 0                 0
    62.50                 0                 0                 0                 0
    67.50                 0                 0                 0                 0
    72.50                 0                 0                 0                 0
    77.50                 0                 0                 0                 0
    82.50                 0                 0                 0                 0
    87.50                 0                 0                 0                 0
    92.50                 0                 0                 0                 0
    97.50                 0                 0                 0                 0

  ----   jet 2 eta      ----

    -4.75                 0                 0                 0                 0
    -4.25                 0                 0                 0                 0
    -3.75                 0                 0                 0                 0
    -3.25                 0                 0                 0                 0
    -2.75                 0                 0                 0                 0
    -2.25                 0                 0                 0                 0
    -1.75                 0                 0                 0                 0
    -1.25                 0                 0                 0                 0
    -0.75                 0                 0                 0                 0
    -0.25                 0                 0                 0                 0
     0.25                 0                 0                 0                 0
     0.75                 0                 0                 0                 0
     1.25                 0                 0                 0                 0
     1.75                 0                 0                 0                 0
     2.25                 0                 0                 0                 0
     2.75                 0                 0                 0                 0
     3.25                 0                 0                 0                 0
     3.75                 0                 0                 0                 0
     4.25                 0                 0                 0                 0
     4.75                 0                 0                 0                 0

  ----   phot. pT       ----

     2.50                 0                 0                 0                 0
     7.50          0.183742        0.00381715        0.00781394        0.00842504
    12.50           4.67285         0.0274145          0.196143          0.210972
    17.50           2.03599         0.0137252         0.0835744         0.0898116
    22.50          0.501614         0.0045398         0.0197342         0.0214194
    27.50          0.189723        0.00267813        0.00724347        0.00785519
    32.50         0.0927089        0.00211943        0.00356121        0.00380783
    37.50         0.0551623        0.00178238        0.00212181        0.00223806
    42.50         0.0396534        0.00159469        0.00155175        0.00162346
    47.50         0.0285106        0.00139044        0.00110249        0.00114385
    52.50         0.0195821        0.00115885       0.000747885       0.000764968
    57.50         0.0139092       0.000939176       0.000540961       0.000549747
    62.50         0.0127926        0.00114205       0.000508234       0.000509055
    67.50        0.00807829       0.000642769       0.000308657       0.000308423
    72.50         0.0066555        0.00057271       0.000261322       0.000256417
    77.50        0.00502253       0.000468308       0.000195037       0.000192502
    82.50        0.00514812       0.000576161        0.00018972         0.0001878
    87.50        0.00405996       0.000385757       0.000165797       0.000161786
    92.50        0.00350216        0.00037403       0.000138989       0.000134929
    97.50        0.00267931       0.000257242       0.000109759       0.000103503

  ----   phot. eta      ----

    -4.75                 0                 0                 0                 0
    -4.25                 0                 0                 0                 0
    -3.75                 0                 0                 0                 0
    -3.25                 0                 0                 0                 0
    -2.75         0.0073402       0.000402083       0.000246527       0.000237094
    -2.25          0.436227        0.00537931         0.0149905         0.0147133
    -1.75          0.690265        0.00674396         0.0253144         0.0261014
    -1.25          0.870657        0.00749865         0.0350905          0.037562
    -0.75          0.957219        0.00778846         0.0423798         0.0464331
    -0.25          0.991972        0.00804551         0.0465094          0.051436
     0.25          0.991972        0.00804551         0.0465094          0.051436
     0.75          0.957219        0.00778846         0.0423798         0.0464331
     1.25          0.870657        0.00749865         0.0350905          0.037562
     1.75          0.690265        0.00674396         0.0253144         0.0261014
     2.25          0.436227        0.00537931         0.0149905         0.0147133
     2.75         0.0073402       0.000402083       0.000246527       0.000237094
     3.25                 0                 0                 0                 0
     3.75                 0                 0                 0                 0
     4.25                 0                 0                 0                 0
     4.75                 0                 0                 0                 0

  ----   beam thrust    ----

     2.50           445.539          0.215093           21.7994           21.1897
     7.50           116.602         0.0383511           4.56614           5.23181
    12.50           49.4564         0.0239188           1.88323           2.18769
    17.50           27.0115         0.0171093           1.00292           1.17598
    22.50           16.5412          0.013156          0.599072          0.707822
    27.50           10.9068         0.0105275          0.385326          0.457358
    32.50           7.52436        0.00868559          0.259586          0.309778
    37.50           5.37571        0.00727925          0.181325          0.217204
    42.50             3.936        0.00617584          0.129217          0.155288
    47.50           2.95465         0.0053845         0.0948822          0.114353
    52.50           2.25941        0.00465127         0.0707421         0.0854221
    57.50           1.76058        0.00411072         0.0538487         0.0651479
    62.50           1.39988        0.00366263         0.0418532         0.0506727
    67.50           1.11895        0.00322252         0.0325913         0.0395002
    72.50          0.914604        0.00290831          0.026019         0.0315879
    77.50          0.757852        0.00268401         0.0209862         0.0255015
    82.50          0.624562        0.00241928         0.0170182         0.0206987
    87.50           0.52484        0.00219681         0.0139199         0.0169268
    92.50          0.441135        0.00202999         0.0114617         0.0139485
    97.50          0.377222        0.00194026        0.00949015         0.0115522

  ----   dR_lep,lep     ----

     0.12        0.00394323       4.41865e-05       0.000274095       0.000232726
     0.38          0.101972       0.000629264        0.00239756        0.00246653
     0.62          0.454545        0.00197382        0.00726797        0.00823908
     0.88           1.12243        0.00334362         0.0196623          0.023518
     1.12           2.13919        0.00501099         0.0447997         0.0539587
     1.38           3.51994        0.00626779         0.0857168           0.10316
     1.62            5.4007         0.0077541          0.146839          0.177066
     1.88           8.09745        0.00967155          0.239311          0.288081
     2.12           12.4778         0.0124007          0.393299          0.472069
     2.38           21.0667         0.0168561          0.700441          0.835622
     2.62           41.8642         0.0251507           1.45766           1.72143
     2.88           122.217         0.0491728           4.45652           5.16701
     3.12           393.743          0.172493           17.0281           17.7147
     3.38           84.8102           0.16764            5.2414           4.95568
     3.62           29.7038          0.132106           2.22065           2.06357
     3.88          -25.9529          0.105565           1.47969           1.21121
     4.12          -1.87485         0.0255094         0.0991609         0.0830785
     4.38        -0.0813596         0.0121756          0.004987        0.00420726
     4.62        -0.0218074        0.00621825        0.00141318        0.00119764
     4.88        -0.0115585        0.00493244        0.00054779       0.000478316

  ----   dR_jet1,l-/l   ----

     0.12          0.686259        0.00277233         0.0256935         0.0301703
     0.38           2.06353        0.00483799         0.0771188          0.090601
     0.62           3.46284        0.00623966          0.128916           0.15148
     0.88           4.97209        0.00762168          0.184057          0.216572
     1.12           6.56033        0.00894903          0.240793          0.283644
     1.38           8.31166         0.0102082          0.302248          0.356544
     1.62           10.3336         0.0115365          0.372917          0.440387
     1.88           12.6638         0.0128959          0.453878          0.536787
     2.12           15.5118          0.014232          0.551425          0.652546
     2.38           18.7507         0.0154489          0.658028          0.780048
     2.62            22.031         0.0165686          0.757493          0.900539
     2.88           23.4861         0.0173229          0.778035          0.927296
     3.12           18.5608         0.0163071          0.596984          0.711082
     3.38           9.30873         0.0127887          0.289469          0.343625
     3.62           5.40413         0.0104971          0.162562            0.1916
     3.88           3.26315        0.00852924         0.0958063          0.111754
     4.12           1.99349        0.00687547         0.0568062         0.0657383
     4.38           1.19391        0.00541568         0.0328292         0.0377856
     4.62          0.707441        0.00425229         0.0190461         0.0217056
     4.88          0.410483        0.00324183          0.010882         0.0122203

  ----   dR_jet1,l+/n   ----

     0.12          0.691323        0.00275295         0.0258075         0.0302721
     0.38           2.08312        0.00482728         0.0776208         0.0910593
     0.62           3.50294        0.00632659          0.130079          0.152774
     0.88           5.01812        0.00770309          0.185434          0.217996
     1.12           6.64141        0.00899198          0.243096          0.286202
     1.38           8.42823         0.0102969          0.306596          0.361437
     1.62           10.4569         0.0116519          0.377138          0.444894
     1.88           12.7808         0.0130321          0.457534          0.540309
     2.12           15.6387         0.0143385          0.555406          0.657378
     2.38            18.819         0.0155005          0.661329          0.783519
     2.62           21.9466         0.0166302          0.754355          0.896748
     2.88           23.2996         0.0172917          0.772362           0.92066
     3.12           18.3731         0.0162393          0.591738          0.705065
     3.38           9.19541         0.0126751          0.286046          0.339601
     3.62            5.3451         0.0103777          0.160896          0.189784
     3.88           3.21615        0.00835222         0.0941278          0.109885
     4.12           1.96953        0.00680605         0.0557638         0.0645308
     4.38           1.17541        0.00534149         0.0324201         0.0373152
     4.62          0.692361        0.00403854         0.0186093         0.0211337
     4.88          0.404053          0.003155         0.0107597         0.0120299

  ----   dR_jet2,l-/l   ----

     0.12                 0                 0                 0                 0
     0.38                 0                 0                 0                 0
     0.62                 0                 0                 0                 0
     0.88                 0                 0                 0                 0
     1.12                 0                 0                 0                 0
     1.38                 0                 0                 0                 0
     1.62                 0                 0                 0                 0
     1.88                 0                 0                 0                 0
     2.12                 0                 0                 0                 0
     2.38                 0                 0                 0                 0
     2.62                 0                 0                 0                 0
     2.88                 0                 0                 0                 0
     3.12                 0                 0                 0                 0
     3.38                 0                 0                 0                 0
     3.62                 0                 0                 0                 0
     3.88                 0                 0                 0                 0
     4.12                 0                 0                 0                 0
     4.38                 0                 0                 0                 0
     4.62                 0                 0                 0                 0
     4.88                 0                 0                 0                 0

  ----   dR_jet2,l+/n   ----

     0.12                 0                 0                 0                 0
     0.38                 0                 0                 0                 0
     0.62                 0                 0                 0                 0
     0.88                 0                 0                 0                 0
     1.12                 0                 0                 0                 0
     1.38                 0                 0                 0                 0
     1.62                 0                 0                 0                 0
     1.88                 0                 0                 0                 0
     2.12                 0                 0                 0                 0
     2.38                 0                 0                 0                 0
     2.62                 0                 0                 0                 0
     2.88                 0                 0                 0                 0
     3.12                 0                 0                 0                 0
     3.38                 0                 0                 0                 0
     3.62                 0                 0                 0                 0
     3.88                 0                 0                 0                 0
     4.12                 0                 0                 0                 0
     4.38                 0                 0                 0                 0
     4.62                 0                 0                 0                 0
     4.88                 0                 0                 0                 0

  ----   dR_jet,jet     ----

     0.12                 0                 0                 0                 0
     0.38                 0                 0                 0                 0
     0.62                 0                 0                 0                 0
     0.88                 0                 0                 0                 0
     1.12                 0                 0                 0                 0
     1.38                 0                 0                 0                 0
     1.62                 0                 0                 0                 0
     1.88                 0                 0                 0                 0
     2.12                 0                 0                 0                 0
     2.38                 0                 0                 0                 0
     2.62                 0                 0                 0                 0
     2.88                 0                 0                 0                 0
     3.12                 0                 0                 0                 0
     3.38                 0                 0                 0                 0
     3.62                 0                 0                 0                 0
     3.88                 0                 0                 0                 0
     4.12                 0                 0                 0                 0
     4.38                 0                 0                 0                 0
     4.62                 0                 0                 0                 0
     4.88                 0                 0                 0                 0

  ----   dR_phot,lep    ----

     0.12           1.90908         0.0173365         0.0796361         0.0848334
     0.38           1.46008         0.0146177         0.0607157         0.0647921
     0.62          0.922714         0.0109225         0.0382569         0.0410371
     0.88           0.71704        0.00886342         0.0295034         0.0318124
     1.12          0.627462         0.0082664         0.0256862          0.027845
     1.38          0.622701        0.00814373          0.025311         0.0274905
     1.62          0.645947        0.00813445         0.0263304         0.0287162
     1.88          0.538555        0.00694444         0.0220346         0.0241232
     2.12          0.248236        0.00395501         0.0100521          0.011071
     2.38         0.0945448        0.00297603        0.00385361        0.00415704
     2.62            0.0537        0.00293796        0.00220921        0.00231153
     2.88          0.030237        0.00233206        0.00126387        0.00128735
     3.12         0.0161071        0.00156719       0.000694105       0.000683094
     3.38        0.00790843        0.00119628       0.000360424       0.000353674
     3.62        0.00193143       0.000287612       8.35447e-05       8.03701e-05
     3.88        0.00103493       0.000193563       4.41176e-05       4.23314e-05
     4.12       0.000982313        0.00024094       4.65601e-05       4.72547e-05
     4.38       0.000178946       3.73052e-05       1.09053e-05       9.55617e-06
     4.62       0.000495752       0.000140581       2.64597e-05         2.454e-05
     4.88       5.29711e-06       1.63449e-06       3.42239e-07       2.74615e-07

  ----   H_T            ----

