1,1,1
1,1,3
1,1,9
1,1,11
1,1,12
1,1,16
1,1,21
1,1,32
1,1,40
1,1,43
1,1,46
1,1,52
1,1,55
1,1,56
1,1,60
1,1,63
1,1,69
1,1,74
1,1,75
1,1,77
1,1,78
1,1,80
1,1,90
1,1,100
1,1,103
1,1,108
1,1,109
1,1,110
1,1,115
1,1,116
1,1,117
1,1,121
1,1,123
1,1,124
1,1,129
1,1,135
1,1,153
1,1,154
1,1,156
1,1,157
1,1,160
1,1,162
1,1,166
1,1,182
1,1,185
1,1,193
1,5,805
1,5,809
1,5,810
1,5,815
1,5,817
1,5,819
1,5,820
1,5,821
1,5,823
1,5,827
1,5,835
1,5,836
1,5,837
1,5,840
1,5,843
1,5,844
1,5,853
1,5,854
1,5,861
1,5,862
1,5,871
1,5,872
1,5,876
1,5,877
1,5,879
1,5,882
1,5,883
1,5,885
1,5,886
1,5,889
1,5,890
1,5,892
1,5,894
1,5,896
1,5,897
1,5,898
1,5,903
1,5,907
1,5,909
1,5,912
1,5,918
1,5,923
1,5,924
1,5,925
1,5,928
1,5,933
1,5,935
1,5,938
1,5,940
1,5,941
1,5,945
1,5,946
1,5,947
1,5,950
1,5,951
1,5,952
1,5,956
1,5,957
1,5,958
1,5,961
1,5,964
1,5,966
1,5,968
1,5,971
1,5,974
1,5,977
1,5,978
1,5,980
1,5,985
1,5,987
1,5,988
1,5,989
1,5,990
1,5,994
1,5,999
1,5,1000
1,10,1803
1,10,1805
1,10,1809
1,10,1811
1,10,1813
1,10,1817
1,10,1818
1,10,1819
1,10,1821
1,10,1822
1,10,1823
1,10,1825
1,10,1828
1,10,1836
1,10,1837
1,10,1839
1,10,1843
1,10,1851
1,10,1853
1,10,1862
1,10,1867
1,10,1870
1,10,1873
1,10,1877
1,10,1883
1,10,1886
1,10,1891
1,10,1897
1,10,1900
1,10,1902
1,10,1904
1,10,1910
1,10,1915
1,10,1926
1,10,1928
1,10,1932
1,10,1933
1,10,1934
1,10,1935
1,10,1936
1,10,1940
1,10,1942
1,10,1943
1,10,1944
1,10,1950
1,10,1954
1,10,1964
1,10,1965
1,10,1967
1,10,1968
1,10,1971
1,10,1977
1,10,1979
1,10,1980
1,10,1981
1,10,1982
1,10,1983
1,10,1987
1,10,1989
1,13,2401
1,13,2404
1,13,2405
1,13,2406
1,13,2420
1,13,2424
1,13,2426
1,13,2433
1,13,2434
1,13,2438
1,13,2441
1,13,2442
1,13,2444
1,13,2445
1,13,2449
1,13,2452
1,13,2457
1,13,2462
1,13,2463
1,13,2467
1,13,2468
1,13,2469
1,13,2475
1,13,2479
1,13,2482
1,13,2497
1,13,2512
1,13,2514
1,13,2515
1,13,2516
1,13,2518
1,13,2521
1,13,2522
1,13,2530
1,13,2534
1,13,2540
1,13,2541
1,13,2547
1,13,2548
1,13,2550
1,13,2556
1,13,2559
1,13,2560
1,13,2562
1,13,2567
1,13,2568
1,13,2569
1,13,2573
1,13,2588
1,13,2591
1,13,2593
1,13,2595
1,15,2802
1,15,2804
1,15,2805
1,15,2813
1,15,2817
1,15,2822
1,15,2824
1,15,2828
1,15,2831
1,15,2835
1,15,2836
1,15,2837
1,15,2841
1,15,2844
1,15,2847
1,15,2850
1,15,2855
1,15,2856
1,15,2857
1,15,2858
1,15,2862
1,15,2866
1,15,2872
1,15,2877
1,15,2880
1,15,2882
1,15,2885
1,15,2887
1,15,2891
1,15,2912
1,15,2916
1,15,2917
1,15,2919
1,15,2922
1,15,2923
1,15,2931
1,15,2933
1,15,2942
1,15,2946
1,15,2950
1,15,2953
1,15,2958
1,15,2962
1,15,2963
1,15,2964
1,15,2965
1,15,2971
1,15,2979
1,15,2981
1,15,2982
1,15,2988
1,15,2991
1,15,2994
1,15,2997
1,16,3002
1,16,3003
1,16,3005
1,16,3013
1,16,3015
1,16,3019
1,16,3022
1,16,3024
1,16,3029
1,16,3033
1,16,3036
1,16,3038
1,16,3039
1,16,3041
1,16,3044
1,16,3045
1,16,3048
1,16,3050
1,16,3052
1,16,3061
1,16,3064
1,16,3068
1,16,3069
1,16,3071
1,16,3082
1,16,3084
1,16,3086
1,16,3089
1,16,3094
1,16,3095
1,16,3096
1,16,3098
1,16,3104
1,16,3108
1,16,3119
1,16,3125
1,16,3127
1,16,3129
1,16,3133
1,16,3134
1,16,3135
1,16,3138
1,16,3140
1,16,3141
1,16,3142
1,16,3149
1,16,3151
1,16,3154
1,16,3156
1,16,3174
1,16,3176
1,16,3179
1,16,3182
1,16,3188
1,16,3192
1,16,3194
1,17,3202
1,17,3208
1,17,3210
1,17,3214
1,17,3221
1,17,3223
1,17,3234
1,17,3235
1,17,3250
1,17,3252
1,17,3261
1,17,3265
1,17,3268
1,17,3274
1,17,3275
1,17,3279
1,17,3281
