1,1,5
1,1,9
1,1,10
1,1,11
1,1,12
1,1,13
1,1,28
1,1,30
1,1,34
1,1,38
1,1,39
1,1,40
1,1,45
1,1,46
1,1,47
1,1,50
1,1,62
1,1,64
1,1,66
1,1,69
1,1,70
1,1,73
1,1,74
1,1,80
1,1,83
1,1,90
1,1,96
1,1,102
1,1,105
1,1,110
1,1,114
1,1,122
1,1,126
1,1,128
1,1,131
1,1,133
1,1,137
1,1,138
1,1,139
1,1,140
1,1,145
1,1,148
1,1,149
1,1,152
1,1,154
1,1,158
1,1,165
1,1,166
1,1,183
1,1,195
1,1,198
1,9,1601
1,9,1605
1,9,1606
1,9,1609
1,9,1614
1,9,1615
1,9,1618
1,9,1622
1,9,1623
1,9,1624
1,9,1627
1,9,1650
1,9,1653
1,9,1654
1,9,1659
1,9,1665
1,9,1671
1,9,1673
1,9,1675
1,9,1677
1,9,1680
1,9,1683
1,9,1684
1,9,1687
1,9,1691
1,9,1701
1,9,1702
1,9,1704
1,9,1712
1,9,1714
1,9,1715
1,9,1725
1,9,1727
1,9,1731
1,9,1735
1,9,1736
1,9,1738
1,9,1740
1,9,1748
1,9,1755
1,9,1761
1,9,1762
1,9,1765
1,9,1769
1,9,1776
1,9,1780
1,9,1783
1,9,1786
1,9,1788
1,9,1790
1,9,1793
1,14,2602
1,14,2606
1,14,2609
1,14,2614
1,14,2620
1,14,2621
1,14,2628
1,14,2635
1,14,2644
1,14,2646
1,14,2647
1,14,2651
1,14,2655
1,14,2657
1,14,2668
1,14,2669
1,14,2678
1,14,2680
1,14,2689
1,14,2690
1,14,2693
1,14,2694
1,14,2697
1,14,2699
1,14,2700
1,14,2701
1,14,2702
1,14,2707
1,14,2709
1,14,2714
1,14,2725
1,14,2727
1,14,2731
1,14,2732
1,14,2733
1,14,2734
1,14,2736
1,14,2737
1,14,2739
1,14,2740
1,14,2744
1,14,2745
1,14,2746
1,14,2753
1,14,2757
1,14,2761
1,14,2762
1,14,2763
1,14,2765
1,14,2767
1,14,2769
1,14,2777
1,14,2779
1,14,2795
1,14,2798
1,15,2801
1,15,2808
1,15,2810
1,15,2811
1,15,2815
1,15,2820
1,15,2838
1,15,2842
1,15,2846
1,15,2851
1,15,2852
1,15,2853
1,15,2856
1,15,2857
1,15,2861
1,15,2870
1,15,2871
1,15,2872
1,15,2878
1,15,2881
1,15,2883
1,15,2890
1,15,2895
1,15,2898
1,15,2902
1,15,2904
1,15,2905
1,15,2907
1,15,2908
1,15,2912
1,15,2914
1,15,2915
1,15,2917
1,15,2918
