         0        15.1449     0.25886243
         5       18.11384    0.035608978
        10      9.3214588     0.02128703
        15      5.5829047    0.015411293
        20      3.6923049    0.013946394
        25      2.5984243    0.011742931
        30      1.9138197   0.0097435248
        35      1.4522933   0.0087574865
        40      1.1273051   0.0082961527
        45     0.90160704   0.0068886105
        50     0.72202816   0.0063568742
        55     0.59528656   0.0063343279
        60     0.48951475   0.0059138226
        65     0.40286436   0.0058116009
        70     0.34180231   0.0047484729
        75     0.29487751   0.0042523778
        80     0.24532241    0.003856822
        85     0.21305266   0.0033563059
        90     0.18086835   0.0031741109
        95     0.15545263   0.0030856471
       100     0.13954885   0.0028631171
       105     0.11971141   0.0027453156
       110       0.103773   0.0027682154
       115    0.089635635   0.0025623623
       120    0.082546615   0.0020381997
       125      0.0711228   0.0017949778
       130    0.066072784   0.0016816997
       135    0.054656319   0.0015148093
       140    0.050566932   0.0014255274
       145    0.043986276   0.0013559771
       150     0.04228134   0.0011640612
       155    0.034581389   0.0010334836
       160    0.032928247   0.0011462177
       165    0.029437934   0.0013567758
       170    0.028528873   0.0010640467
       175    0.023174001   0.0009482214
       180    0.022194805  0.00084226014
       185    0.020093679  0.00075761807
       190    0.018010284  0.00071892771
       195    0.016837074  0.00065704732
       200    0.014921134  0.00055410712
       205    0.014086705  0.00058510035
       210    0.011299337  0.00075469153
       215    0.011824397  0.00053337446
       220     0.01107866  0.00057326004
       225   0.0098461875  0.00063227968
       230   0.0094122214  0.00050960626
       235    0.008811391  0.00050798198
       240   0.0077688194  0.00042169472
       245   0.0065064609  0.00035895226
       250    0.007065765  0.00030406429
       255   0.0059309539  0.00034442588
       260   0.0054210127  0.00030050501
       265   0.0057258005  0.00039803683
       270   0.0045063697  0.00044399385
       275   0.0047535833  0.00030537756
       280   0.0040471464  0.00023909365
       285   0.0035461536  0.00019392256
       290    0.003856681  0.00024433655
       295    0.003148024  0.00021508106
       300   0.0032567147  0.00023637834
       305   0.0030547443  0.00020705756
       310   0.0027887367  0.00019767145
       315   0.0025942667  0.00028566933
       320   0.0019836555  0.00034153843
       325   0.0024769673  0.00022153829
       330   0.0023601017  0.00017000361
       335   0.0020890777  0.00011248282
       340   0.0016927551  0.00016145315
       345    0.001765169  0.00012595378
       350   0.0016439357  9.3293345e-05
       355   0.0014882023  0.00010832505
       360   0.0015023388  0.00012378172
       365   0.0013131199  0.00010298313
       370   0.0014030556  0.00011066127
       375   0.0012425585  7.0906809e-05
       380   0.0010480198  0.00012520822
       385   0.0011233337  0.00026421668
       390  0.00096768932  0.00014492756
       395  0.00090399056  8.4217918e-05
       400  0.00085909856  6.1523103e-05
       405  0.00071456302  0.00015302681
       410   0.0008157859  8.7591704e-05
       415  0.00069076933  7.7038664e-05
       420  0.00072290773  5.5188699e-05
       425  0.00070628712  5.6106454e-05
       430  0.00066888337  5.6666128e-05
       435  0.00070279625  6.2139184e-05
       440  0.00057945553  6.3876494e-05
       445  0.00055406658  4.6136498e-05
       450  0.00060184611  3.7417036e-05
       455  0.00049080645  5.2970172e-05
       460  0.00046533583  4.6310748e-05
       465  0.00046066464  3.9787347e-05
       470  0.00038836326   3.403883e-05
       475  0.00043593747  4.9695597e-05
       480    0.000518979  8.3192716e-05
       485   0.0003914235  4.6513658e-05
       490  0.00033248657  2.6821489e-05
       495  0.00034975503  2.9200619e-05
       500  0.00034975503  2.9200619e-05
