         0      41.759739     0.47155709
       0.1      42.283865     0.55934262
       0.2        41.0184     0.56772518
       0.3       42.20457     0.52650197
       0.4      40.666231     0.58979763
       0.5      41.863682      0.5311614
       0.6      42.680606     0.53576722
       0.7      42.959099     0.54825611
       0.8      43.718765     0.58171347
       0.9      43.834184     0.60773481
         1      45.756103     0.61537023
       1.1      47.717289     0.64764153
       1.2      49.912266     0.72594947
       1.3      51.442534     0.78061547
       1.4      53.861085     0.70039846
       1.5      56.797794     0.70666713
       1.6      62.220177     0.71091096
       1.7      66.884039     0.77218747
       1.8      71.230622     0.86319982
       1.9       79.06393     0.91669612
         2      86.963991      1.0385662
       2.1      97.362229      1.0425909
       2.2      114.29948      1.0072441
       2.3      124.00683      1.1331502
       2.4      147.46678       1.194808
       2.5      173.75636      1.4353927
       2.6      211.96492      1.6238148
       2.7      262.66345      1.8082364
       2.8      334.66242       2.360639
       2.9      423.75743      3.1250451
         3      31.274502       6.275705
       3.1      222.94122      12.486025
      3.25      222.94122      12.486025
