         0           -nan            inf
         5   0.0082881417   0.0081214143
        10     0.28540229    0.023202265
        15     0.79582998    0.028660063
        20     0.91683469    0.025460439
        25     0.81380923    0.019430833
        30      0.7349697    0.016166536
        35      0.5814178    0.013007328
        40     0.47330103    0.011268278
        45     0.40203582   0.0085689574
        50     0.32227989   0.0076866743
        55     0.27657886   0.0063491319
        60     0.22837373   0.0055151572
        65     0.21794604   0.0050278239
        70     0.21504409   0.0048284879
        75      0.2419452   0.0048920914
        80      0.4314376   0.0069309925
        85      2.5884226    0.018093894
        90         8.5924    0.041035174
        95      1.0348497    0.014751114
       100     0.66998223    0.011690057
       105     0.56326365    0.010623811
       110     0.45948209   0.0098277655
       115     0.40850799   0.0087170982
       120     0.34456796   0.0076386525
       125     0.31087571    0.007065079
       130      0.2573089   0.0060683411
       135     0.23499077   0.0053803513
       140     0.19925591   0.0048166275
       145     0.17996159   0.0043977963
       150     0.15243858   0.0040732045
       155     0.15002221   0.0035907509
       160     0.12689089   0.0035057565
       165      0.1164169   0.0029720762
       170     0.10832123   0.0033782319
       175     0.10462793   0.0025347083
       180     0.13626095   0.0027420776
       185     0.18067831   0.0029966463
       190     0.20228238   0.0029110512
       195     0.20933647   0.0030592812
       200     0.20581392   0.0029947196
       205     0.19946584   0.0029881858
       210      0.1827377   0.0028455226
       215     0.17410985   0.0027221476
       220     0.16628382   0.0026446987
       225     0.15392124   0.0025127758
       230     0.14669299    0.002478124
       235      0.1356558   0.0022625303
       240     0.12355759   0.0021954737
       245     0.12322452   0.0022535699
       250      0.1133457   0.0020315334
       255     0.10632635   0.0020096272
       260    0.097076164   0.0018450395
       265    0.090393912   0.0018000919
       270    0.086673669   0.0016621791
       275    0.078660335   0.0016237252
       280    0.079236244   0.0018324592
       285    0.071659007   0.0014818372
       290    0.065837116   0.0013905396
       295    0.063025499   0.0013750075
       300    0.058447688   0.0013053474
       305    0.057082805   0.0013288189
       310    0.056073988   0.0012150021
       315     0.05383295   0.0012778925
       320    0.046978142   0.0010947461
       325    0.046269433   0.0010109424
       330    0.042576471   0.0010421579
       335     0.04214568  0.00093134631
       340    0.040320883  0.00090871568
       345    0.037519556  0.00088191746
       350    0.036345627  0.00092789812
       355    0.033294322  0.00085599161
       360    0.032226216  0.00075782394
       365    0.029867088  0.00085306154
       370    0.029194476    0.000783349
       375    0.027856196  0.00077115655
       380     0.02642165  0.00073088775
       385    0.024688814  0.00066311695
       390    0.023623636  0.00064210995
       395    0.023405046  0.00060726515
       400    0.022071476  0.00063710985
       405    0.019761095  0.00055458093
       410    0.019729399  0.00054231486
       415    0.019908829   0.0005435509
       420     0.01798016  0.00061640313
       425    0.018130303  0.00050831999
       430    0.016869364   0.0004645578
       435    0.015532509  0.00048503999
       440    0.016094236  0.00047334569
       445    0.014470404  0.00043209617
       450    0.013835149  0.00041187581
       455    0.013233421  0.00038266654
       460    0.013660389  0.00039488157
       465    0.011825473   0.0003741003
       470     0.01228318  0.00035564491
       475    0.011586454  0.00037302996
       480    0.011305399  0.00038322716
       485     0.01074663  0.00034034805
       490   0.0095310327  0.00031190764
       495    0.010216499  0.00034639417
       500    0.010216499  0.00034639417
