         0      6.5405423    0.042584741
        10      3.4700778   0.0032915766
        20      1.5229525    0.001941448
        30     0.82964628   0.0013711528
        40     0.50649362   0.0011030893
        50     0.33019387  0.00087099823
        60     0.22426715  0.00072456931
        70     0.15889124  0.00068488859
        80     0.11560368  0.00062638376
        90    0.084913787  0.00049062709
       100    0.064422674  0.00046706516
       110    0.048489341  0.00032413333
       120    0.038924839  0.00036618345
       130    0.030069039  0.00027940604
       140    0.024143958  0.00022686301
       150    0.019167361  0.00019681518
       160    0.015812814  0.00016985102
       170    0.012708306  0.00015255141
       180    0.010648085  0.00013474992
       190   0.0085833854  0.00012066292
       200   0.0073943254  0.00010448621
       210   0.0060377634  8.7465977e-05
       220   0.0052456818  7.7849734e-05
       230   0.0042869134  8.6394916e-05
       240   0.0037440444  8.5829462e-05
       250   0.0032742693  6.6333257e-05
       260   0.0026799664  5.0869542e-05
       270   0.0024612833  4.9718638e-05
       280   0.0020442655  4.5807926e-05
       290   0.0016989517  4.5430786e-05
       300   0.0015348514  3.6059834e-05
       310    0.001332322  4.6830813e-05
       320   0.0011873919  4.0657888e-05
       330    0.001060244   3.333869e-05
       340  0.00092115064  3.6479042e-05
       350  0.00080373209  2.0951888e-05
       360  0.00069989605  2.4513351e-05
       370   0.0006623573  2.5359699e-05
       380  0.00056481484  1.8797122e-05
       390  0.00051406029  1.8645089e-05
       400  0.00040732437   1.544809e-05
       410  0.00042453374   1.282455e-05
       420  0.00035494125  1.4027445e-05
       430  0.00032566015  1.2606362e-05
       440  0.00027341657  1.2054836e-05
       450  0.00027758353  9.6332359e-06
       460  0.00023204596    9.26526e-06
       470  0.00021598647  8.8961988e-06
       480  0.00018798718  8.6198151e-06
       490  0.00018130072  7.5726021e-06
       500  0.00018130072  7.5726021e-06
