         0      14.697181     0.02358181
       0.1       14.57524    0.023390346
       0.2      14.415005    0.023762997
       0.3       14.28237    0.023922983
       0.4      14.191231    0.024318791
       0.5      14.163773    0.024816145
       0.6      14.151839    0.024952313
       0.7      14.356011    0.026163761
       0.8      14.502303    0.026373596
       0.9      14.783934     0.02749741
         1      15.169912    0.028180227
       1.1      15.722972     0.02964826
       1.2       16.26279    0.030282163
       1.3      17.061721    0.032242198
       1.4      18.062162     0.03380051
       1.5      19.199656    0.036089826
       1.6      20.612562    0.037982779
       1.7      22.426897    0.041240377
       1.8        24.5618    0.044038147
       1.9      27.267841    0.048323809
         2      30.709028    0.053398109
       2.1      35.064919      0.0593911
       2.2      40.494598    0.065621054
       2.3      48.113464    0.076765197
       2.4      58.352105    0.086717443
       2.5       72.92537     0.10281362
       2.6      94.883898     0.12313155
       2.7      131.26658     0.15690496
       2.8      198.67669     0.20932536
       2.9      356.62574     0.31257513
         3      1052.3576     0.69071348
       3.1     -1165.0047     0.84776304
      3.25     -1165.0047     0.84776304
